[id][cost,state,father_id,action,depth,h,value]
[0][0,(0, 0),None,None,0,73,73]
[1][4,(0, 1),0,E,1,72,72]
[3][5,(0, 2),1,E,2,71,71]
[6][8,(1, 2),3,S,3,70,70]
[9][11,(1, 3),6,E,4,69,69]
[13][12,(1, 4),9,E,5,68,68]
[17][14,(1, 5),13,E,6,67,67]
[21][15,(1, 6),17,E,7,66,66]
[25][18,(1, 7),21,E,8,65,65]
[28][19,(1, 8),25,E,9,64,64]
[32][20,(1, 9),28,E,10,63,63]
[36][22,(1, 10),32,E,11,62,62]
[39][23,(2, 10),36,S,12,61,61]
[42][24,(2, 11),39,E,13,60,60]
[46][25,(3, 11),42,S,14,59,59]
[49][28,(3, 12),46,E,15,58,58]
[53][29,(3, 13),49,E,16,57,57]
[56][32,(4, 13),53,S,17,56,56]
[59][36,(4, 14),56,E,18,55,55]
[63][37,(4, 15),59,E,19,54,54]
[67][38,(4, 16),63,E,20,53,53]
[71][39,(4, 17),67,E,21,52,52]
[75][41,(5, 17),71,S,22,51,51]
[78][42,(5, 18),75,E,23,50,50]
[82][44,(5, 19),78,E,24,49,49]
[85][48,(5, 20),82,E,25,48,48]
[88][51,(5, 21),85,E,26,47,47]
[92][52,(5, 22),88,E,27,46,46]
[96][53,(5, 23),92,E,28,45,45]
[101][54,(6, 23),96,S,29,44,44]
[110][57,(7, 23),101,S,30,43,43]
[113][58,(7, 24),110,E,31,42,42]
[116][62,(8, 24),113,S,32,41,41]
[119][63,(9, 24),116,S,33,40,40]
[122][65,(9, 23),119,O,34,41,41]
[127][66,(10, 23),122,S,35,40,40]
[130][67,(11, 23),127,S,36,39,39]
[133][68,(11, 22),130,O,37,40,40]
[136][69,(12, 22),133,S,38,39,39]
[139][72,(12, 23),136,E,39,38,38]
[142][74,(12, 24),139,E,40,37,37]
[144][75,(13, 24),142,S,41,36,36]
[147][78,(14, 24),144,S,42,35,35]
[150][79,(15, 24),147,S,43,34,34]
[153][82,(16, 24),150,S,44,33,33]
[156][83,(17, 24),153,S,45,32,32]
[159][85,(17, 23),156,O,46,33,33]
[162][89,(18, 23),159,S,47,32,32]
[165][90,(18, 24),162,E,48,31,31]
[167][91,(19, 24),165,S,49,30,30]
[170][92,(20, 24),167,S,50,29,29]
[173][93,(20, 23),170,O,51,30,30]
[176][95,(21, 23),173,S,52,29,29]
[179][99,(21, 24),176,E,53,28,28]
[182][101,(22, 24),179,S,54,27,27]
[185][105,(23, 24),182,S,55,26,26]
[188][106,(24, 24),185,S,56,25,25]
[191][107,(25, 24),188,S,57,24,24]
[193][108,(26, 24),191,S,58,23,23]
[196][109,(27, 24),193,S,59,22,22]
[199][110,(28, 24),196,S,60,21,21]
[202][111,(28, 23),199,O,61,22,22]
[205][114,(29, 23),202,S,62,21,21]
[209][117,(30, 23),205,S,63,20,20]
[213][118,(30, 24),209,E,64,19,19]
[215][121,(31, 24),213,S,65,18,18]
[218][124,(32, 24),215,S,66,17,17]
[221][125,(33, 24),218,S,67,16,16]
[224][129,(34, 24),221,S,68,15,15]
[227][131,(34, 23),224,O,69,16,16]
[230][135,(35, 23),227,S,70,15,15]
[233][136,(35, 24),230,E,71,14,14]
[236][137,(36, 24),233,S,72,13,13]
[239][138,(37, 24),236,S,73,12,12]
[242][140,(38, 24),239,S,74,11,11]
[245][141,(39, 24),242,S,75,10,10]
[248][143,(40, 24),245,S,76,9,9]
[251][144,(41, 24),248,S,77,8,8]
[254][147,(41, 23),251,O,78,9,9]
[257][148,(42, 23),254,S,79,8,8]
[260][149,(43, 23),257,S,80,7,7]
[263][150,(43, 24),260,E,81,6,6]
[267][153,(44, 24),263,S,82,5,5]
[270][157,(45, 24),267,S,83,4,4]
[273][161,(46, 24),270,S,84,3,3]
[276][164,(47, 24),273,S,85,2,2]
[279][166,(48, 24),276,S,86,1,1]
[282][167,(49, 24),279,S,87,0,0]
