[id][cost,state,father_id,action,depth,h,value]
[0][0,(0, 0),None,None,0,48,48]
[1][1,(0, 1),0,E,1,47,47]
[3][2,(0, 2),1,E,2,46,46]
[6][4,(0, 3),3,E,3,45,45]
[8][8,(0, 4),6,E,4,44,44]
[10][9,(1, 4),8,S,5,43,43]
[13][10,(1, 5),10,E,6,42,42]
[17][11,(1, 6),13,E,7,41,41]
[21][14,(1, 7),17,E,8,40,40]
[24][15,(1, 8),21,E,9,39,39]
[28][19,(2, 8),24,S,10,38,38]
[31][22,(2, 9),28,E,11,37,37]
[35][25,(2, 10),31,E,12,36,36]
[38][28,(2, 11),35,E,13,35,35]
[42][31,(2, 12),38,E,14,34,34]
[46][32,(2, 13),42,E,15,33,33]
[50][36,(2, 14),46,E,16,32,32]
[54][37,(2, 15),50,E,17,31,31]
[58][40,(2, 16),54,E,18,30,30]
[62][42,(3, 16),58,S,19,29,29]
[65][43,(3, 17),62,E,20,28,28]
[69][46,(4, 17),65,S,21,27,27]
[72][48,(4, 18),69,E,22,26,26]
[74][51,(4, 19),72,E,23,25,25]
[77][52,(4, 20),74,E,24,24,24]
[81][53,(4, 21),77,E,25,23,23]
[85][57,(4, 22),81,E,26,22,22]
[88][60,(4, 23),85,E,27,21,21]
[92][61,(4, 24),88,E,28,20,20]
[95][62,(5, 24),92,S,29,19,19]
[98][63,(6, 24),95,S,30,18,18]
[101][65,(7, 24),98,S,31,17,17]
[104][68,(8, 24),101,S,32,16,16]
[107][71,(9, 24),104,S,33,15,15]
[110][74,(10, 24),107,S,34,14,14]
[112][76,(11, 24),110,S,35,13,13]
[115][78,(11, 23),112,O,36,14,14]
[118][82,(12, 23),115,S,37,13,13]
[120][83,(12, 24),118,E,38,12,12]
[123][85,(13, 24),120,S,39,11,11]
[126][87,(14, 24),123,S,40,10,10]
[129][89,(15, 24),126,S,41,9,9]
[132][90,(15, 23),129,O,42,10,10]
[135][93,(16, 23),132,S,43,9,9]
[137][94,(16, 24),135,E,44,8,8]
[140][95,(17, 24),137,S,45,7,7]
[143][98,(18, 24),140,S,46,6,6]
[146][100,(19, 24),143,S,47,5,5]
[149][101,(20, 24),146,S,48,4,4]
[152][105,(21, 24),149,S,49,3,3]
[154][106,(22, 24),152,S,50,2,2]
[157][107,(23, 24),154,S,51,1,1]
[160][111,(24, 24),157,S,52,0,0]
