[id][cost,state,father_id,action,depth,h,value]
[0][0,(0, 0),None,None,0,73,73]
[1][4,(0, 1),0,E,1,72,76]
[5][5,(0, 2),1,E,2,71,76]
[8][8,(1, 2),5,S,3,70,78]
[16][9,(2, 2),8,S,4,69,78]
[24][10,(3, 2),16,S,5,68,78]
[27][12,(4, 2),24,S,6,67,79]
[40][15,(5, 2),27,S,7,66,81]
[73][17,(6, 2),40,S,8,65,82]
[89][18,(6, 3),73,E,9,64,82]
[93][19,(6, 4),89,E,10,63,82]
[97][20,(6, 5),93,E,11,62,82]
[102][22,(7, 5),97,S,12,61,83]
[167][23,(8, 5),102,S,13,60,83]
[175][24,(9, 5),167,S,14,59,83]
[179][27,(9, 6),175,E,15,58,85]
[281][28,(10, 6),179,S,16,57,85]
[287][30,(10, 7),281,E,17,56,86]
[332][31,(11, 7),287,S,18,55,86]
[358][32,(12, 7),332,S,19,54,86]
[371][34,(13, 7),358,S,20,53,87]
[433][35,(14, 7),371,S,21,52,87]
[436][36,(14, 8),433,E,22,51,87]
[440][37,(14, 9),436,E,23,50,87]
[444][38,(14, 10),440,E,24,49,87]
[448][39,(14, 11),444,E,25,48,87]
[452][42,(14, 12),448,E,26,47,89]
[619][43,(14, 13),452,E,27,46,89]
[623][44,(15, 13),619,S,28,45,89]
[630][45,(15, 14),623,E,29,44,89]
[635][46,(16, 14),630,S,30,43,89]
[652][48,(17, 14),635,S,31,42,90]
[783][49,(18, 14),652,S,32,41,90]
[799][51,(19, 14),783,S,33,40,91]
[999][52,(20, 14),799,S,34,39,91]
[1002][53,(21, 14),999,S,35,38,91]
[1005][54,(22, 14),1002,S,36,37,91]
[1012][55,(23, 14),1005,S,37,36,91]
[1023][56,(24, 14),1012,S,38,35,91]
[1031][57,(25, 14),1023,S,39,34,91]
[1035][58,(26, 14),1031,S,40,33,91]
[1038][59,(26, 15),1035,E,41,32,91]
[1042][60,(26, 16),1038,E,42,31,91]
[1046][61,(27, 16),1042,S,43,30,91]
[1054][62,(28, 16),1046,S,44,29,91]
[1058][64,(29, 16),1054,S,45,28,92]
[1215][65,(30, 16),1058,S,46,27,92]
[1221][66,(31, 16),1215,S,47,26,92]
[1225][67,(32, 16),1221,S,48,25,92]
[1228][68,(32, 17),1225,E,49,24,92]
[1232][69,(32, 18),1228,E,50,23,92]
[1236][70,(33, 18),1232,S,51,22,92]
[1243][71,(34, 18),1236,S,52,21,92]
[1247][72,(35, 18),1243,S,53,20,92]
[1254][73,(36, 18),1247,S,54,19,92]
[1265][77,(37, 18),1254,S,55,18,95]
[1836][78,(38, 18),1265,S,56,17,95]
[1855][80,(39, 18),1836,S,57,16,96]
[2079][82,(40, 18),1855,S,58,15,97]
[2268][83,(41, 18),2079,S,59,14,97]
[2274][84,(42, 18),2268,S,60,13,97]
[2279][85,(42, 19),2274,E,61,12,97]
[2284][86,(43, 19),2279,S,62,11,97]
[2295][87,(44, 19),2284,S,63,10,97]
[2303][89,(45, 19),2295,S,64,9,98]
[2431][92,(45, 20),2303,E,65,8,100]
[2653][93,(45, 21),2431,E,66,7,100]
[2657][94,(45, 22),2653,E,67,6,100]
[2661][95,(45, 23),2657,E,68,5,100]
[2665][96,(46, 23),2661,S,69,4,100]
[2677][97,(47, 23),2665,S,70,3,100]
[2681][98,(48, 23),2677,S,71,2,100]
[2683][100,(48, 24),2681,E,72,1,101]
[2821][101,(49, 24),2683,S,73,0,101]
