[id][cost,state,father_id,action,depth,h,value]
[0][0,(0, 0),None,None,0,98,98]
[1][2,(1, 0),0,S,1,97,97]
[3][4,(1, 1),1,E,2,96,96]
[6][7,(1, 2),3,E,3,95,95]
[10][11,(1, 3),6,E,4,94,94]
[14][15,(1, 4),10,E,5,93,93]
[18][16,(2, 4),14,S,6,92,92]
[21][17,(2, 5),18,E,7,91,91]
[24][20,(2, 6),21,E,8,90,90]
[27][21,(2, 7),24,E,9,89,89]
[31][24,(2, 8),27,E,10,88,88]
[34][26,(2, 9),31,E,11,87,87]
[37][27,(2, 10),34,E,12,86,86]
[41][30,(3, 10),37,S,13,85,85]
[45][31,(3, 11),41,E,14,84,84]
[49][32,(4, 11),45,S,15,83,83]
[54][33,(4, 12),49,E,16,82,82]
[57][35,(5, 12),54,S,17,81,81]
[60][38,(5, 13),57,E,18,80,80]
[63][42,(5, 14),60,E,19,79,79]
[67][43,(5, 15),63,E,20,78,78]
[71][45,(5, 16),67,E,21,77,77]
[75][46,(5, 17),71,E,22,76,76]
[78][47,(5, 18),75,E,23,75,75]
[82][51,(5, 19),78,E,24,74,74]
[86][52,(5, 20),82,E,25,73,73]
[88][55,(5, 21),86,E,26,72,72]
[92][56,(5, 22),88,E,27,71,71]
[96][58,(5, 23),92,E,28,70,70]
[100][60,(6, 23),96,S,29,69,69]
[103][61,(6, 24),100,E,30,68,68]
[106][64,(6, 25),103,E,31,67,67]
[110][66,(6, 26),106,E,32,66,66]
[114][67,(7, 26),110,S,33,65,65]
[117][69,(7, 27),114,E,34,64,64]
[121][73,(7, 28),117,E,35,63,63]
[124][75,(8, 28),121,S,36,62,62]
[127][76,(9, 28),124,S,37,61,61]
[129][80,(9, 29),127,E,38,60,60]
[133][83,(10, 29),129,S,39,59,59]
[136][84,(10, 30),133,E,40,58,58]
[139][85,(10, 31),136,E,41,57,57]
[143][86,(10, 32),139,E,42,56,56]
[147][87,(10, 33),143,E,43,55,55]
[151][88,(10, 34),147,E,44,54,54]
[155][89,(11, 34),151,S,45,53,53]
[162][92,(11, 35),155,E,46,52,52]
[165][94,(12, 35),162,S,47,51,51]
[168][97,(12, 36),165,E,48,50,50]
[172][100,(12, 37),168,E,49,49,49]
[176][101,(12, 38),172,E,50,48,48]
[180][103,(12, 39),176,E,51,47,47]
[185][106,(13, 39),180,S,52,46,46]
[190][109,(13, 40),185,E,53,45,45]
[193][110,(13, 41),190,E,54,44,44]
[196][112,(13, 42),193,E,55,43,43]
[200][116,(13, 43),196,E,56,42,42]
[204][118,(13, 44),200,E,57,41,41]
[208][119,(13, 45),204,E,58,40,40]
[212][121,(13, 46),208,E,59,39,39]
[216][125,(13, 47),212,E,60,38,38]
[218][126,(13, 48),216,E,61,37,37]
[221][127,(13, 49),218,E,62,36,36]
[225][130,(14, 49),221,S,63,35,35]
[228][131,(15, 49),225,S,64,34,34]
[231][133,(16, 49),228,S,65,33,33]
[234][137,(17, 49),231,S,66,32,32]
[237][141,(17, 48),234,O,67,33,33]
[240][143,(18, 48),237,S,68,32,32]
[243][145,(19, 48),240,S,69,31,31]
[246][146,(19, 49),243,E,70,30,30]
[250][147,(20, 49),246,S,71,29,29]
[253][148,(21, 49),250,S,72,28,28]
[256][151,(22, 49),253,S,73,27,27]
[259][152,(23, 49),256,S,74,26,26]
[262][154,(24, 49),259,S,75,25,25]
[266][155,(24, 48),262,O,76,26,26]
[270][156,(25, 48),266,S,77,25,25]
[273][158,(26, 48),270,S,78,24,24]
[276][161,(26, 49),273,E,79,23,23]
[279][163,(27, 49),276,S,80,22,22]
[282][164,(28, 49),279,S,81,21,21]
[285][165,(29, 49),282,S,82,20,20]
[288][169,(29, 48),285,O,83,21,21]
[291][171,(30, 48),288,S,84,20,20]
[294][173,(30, 49),291,E,85,19,19]
[297][174,(31, 49),294,S,86,18,18]
[300][176,(32, 49),297,S,87,17,17]
[303][178,(33, 49),300,S,88,16,16]
[306][181,(33, 48),303,O,89,17,17]
[309][185,(34, 48),306,S,90,16,16]
[313][188,(35, 48),309,S,91,15,15]
[318][189,(36, 48),313,S,92,14,14]
[322][190,(36, 49),318,E,93,13,13]
[325][191,(37, 49),322,S,94,12,12]
[328][192,(38, 49),325,S,95,11,11]
[331][193,(39, 49),328,S,96,10,10]
[334][194,(40, 49),331,S,97,9,9]
[336][196,(41, 49),334,S,98,8,8]
[339][197,(42, 49),336,S,99,7,7]
[342][199,(43, 49),339,S,100,6,6]
[344][202,(44, 49),342,S,101,5,5]
[347][203,(45, 49),344,S,102,4,4]
[349][204,(45, 48),347,O,103,5,5]
[351][206,(46, 48),349,S,104,4,4]
[353][207,(46, 49),351,E,105,3,3]
[356][211,(47, 49),353,S,106,2,2]
[359][212,(48, 49),356,S,107,1,1]
[362][213,(49, 49),359,S,108,0,0]
