[id][cost,state,father_id,action,depth,h,value]
[0][0,(0, 0),None,None,0,73,0]
[1][3,(0, 1),0,E,1,72,1]
[3][4,(0, 2),1,E,2,71,2]
[9][5,(0, 3),3,E,3,70,3]
[17][6,(0, 4),9,E,4,69,4]
[27][7,(0, 5),17,E,5,68,5]
[40][9,(0, 6),27,E,6,67,6]
[59][12,(0, 7),40,E,7,66,7]
[85][13,(0, 8),59,E,8,65,8]
[112][16,(0, 9),85,E,9,64,9]
[142][19,(1, 9),112,S,10,63,10]
[174][23,(1, 10),142,E,11,62,11]
[203][27,(1, 11),174,E,12,61,12]
[237][28,(1, 12),203,E,13,60,13]
[275][31,(2, 12),237,S,14,59,14]
[317][34,(2, 13),275,E,15,58,15]
[361][37,(2, 14),317,E,16,57,16]
[407][38,(2, 15),361,E,17,56,17]
[453][39,(3, 15),407,S,18,55,18]
[507][40,(3, 16),453,E,19,54,19]
[564][43,(3, 17),507,E,20,53,20]
[623][44,(4, 17),564,S,21,52,21]
[682][45,(4, 18),623,E,22,51,22]
[745][46,(4, 19),682,E,23,50,23]
[818][50,(4, 20),745,E,24,49,24]
[892][54,(4, 21),818,E,25,48,25]
[970][58,(4, 22),892,E,26,47,26]
[1049][59,(4, 23),970,E,27,46,27]
[1126][61,(5, 23),1049,S,28,45,28]
[1208][62,(6, 23),1126,S,29,44,29]
[1293][63,(7, 23),1208,S,30,43,30]
[1377][66,(8, 23),1293,S,31,42,31]
[1450][67,(8, 24),1377,E,32,41,32]
[1520][70,(8, 25),1450,E,33,40,33]
[1596][71,(8, 26),1520,E,34,39,34]
[1675][74,(8, 27),1596,E,35,38,35]
[1760][75,(9, 27),1675,S,36,37,36]
[1835][76,(9, 28),1760,E,37,36,37]
[1899][77,(9, 29),1835,E,38,35,38]
[1974][78,(9, 30),1899,E,39,34,39]
[2054][80,(9, 31),1974,E,40,33,40]
[2127][81,(10, 31),2054,S,41,32,41]
[2195][82,(10, 32),2127,E,42,31,42]
[2268][83,(10, 33),2195,E,43,30,43]
[2354][84,(10, 34),2268,E,44,29,44]
[2437][85,(10, 35),2354,E,45,28,45]
[2512][87,(10, 36),2437,E,46,27,46]
[2580][91,(10, 37),2512,E,47,26,47]
[2646][95,(11, 37),2580,S,48,25,48]
[2714][97,(11, 38),2646,E,49,24,49]
[2780][98,(11, 39),2714,E,50,23,50]
[2853][99,(11, 40),2780,E,51,22,51]
[2934][103,(11, 41),2853,E,52,21,52]
[3009][104,(12, 41),2934,S,53,20,53]
[3084][105,(12, 42),3009,E,54,19,54]
[3166][106,(12, 43),3084,E,55,18,55]
[3247][107,(12, 44),3166,E,56,17,56]
[3327][108,(12, 45),3247,E,57,16,57]
[3405][109,(12, 46),3327,E,58,15,58]
[3477][113,(12, 47),3405,E,59,14,59]
[3542][114,(13, 47),3477,S,60,13,60]
[3597][115,(14, 47),3542,S,61,12,61]
[3648][116,(15, 47),3597,S,62,11,62]
[3698][117,(15, 48),3648,E,63,10,63]
[3736][118,(16, 48),3698,S,64,9,64]
[3772][119,(17, 48),3736,S,65,8,65]
[3804][120,(18, 48),3772,S,66,7,66]
[3831][124,(19, 48),3804,S,67,6,67]
[3858][126,(20, 48),3831,S,68,5,68]
[3882][130,(20, 49),3858,E,69,4,69]
[3899][131,(21, 49),3882,S,70,3,70]
[3916][133,(22, 49),3899,S,71,2,71]
[3927][136,(23, 49),3916,S,72,1,72]
[3932][140,(24, 49),3927,S,73,0,73]
