[id][cost,state,father_id,action,depth,h,value]
[0][0,(0, 0),None,None,0,98,98]
[1][2,(1, 0),0,S,1,97,99]
[4][3,(2, 0),1,S,2,96,99]
[7][6,(3, 0),4,S,3,95,101]
[16][7,(3, 1),7,E,4,94,101]
[18][8,(3, 2),16,E,5,93,101]
[22][9,(3, 3),18,E,6,92,101]
[27][10,(4, 3),22,S,7,91,101]
[30][11,(5, 3),27,S,8,90,101]
[34][12,(6, 3),30,S,9,89,101]
[38][13,(7, 3),34,S,10,88,101]
[41][14,(7, 4),38,E,11,87,101]
[43][15,(7, 5),41,E,12,86,101]
[47][16,(7, 6),43,E,13,85,101]
[51][17,(7, 7),47,E,14,84,101]
[56][18,(8, 7),51,S,15,83,101]
[72][19,(9, 7),56,S,16,82,101]
[75][20,(9, 8),72,E,17,81,101]
[78][22,(10, 8),75,S,18,80,102]
[89][23,(11, 8),78,S,19,79,102]
[92][24,(11, 9),89,E,20,78,102]
[97][25,(12, 9),92,S,21,77,102]
[102][26,(12, 10),97,E,22,76,102]
[105][27,(12, 11),102,E,23,75,102]
[108][28,(12, 12),105,E,24,74,102]
[111][29,(13, 12),108,S,25,73,102]
[124][30,(14, 12),111,S,26,72,102]
[131][31,(14, 13),124,E,27,71,102]
[135][32,(14, 14),131,E,28,70,102]
[140][33,(15, 14),135,S,29,69,102]
[151][35,(16, 14),140,S,30,68,103]
[247][36,(17, 14),151,S,31,67,103]
[250][37,(17, 15),247,E,32,66,103]
[253][38,(16, 15),250,N,33,67,105]
[510][39,(16, 16),253,E,34,66,105]
[513][40,(16, 17),510,E,35,65,105]
[516][41,(16, 18),513,E,36,64,105]
[521][42,(17, 18),516,S,37,63,105]
[532][43,(17, 19),521,E,38,62,105]
[535][44,(17, 20),532,E,39,61,105]
[539][45,(17, 21),535,E,40,60,105]
[543][46,(17, 22),539,E,41,59,105]
[547][47,(17, 23),543,E,42,58,105]
[551][49,(17, 24),547,E,43,57,106]
[769][50,(18, 24),551,S,44,56,106]
[782][51,(18, 25),769,E,45,55,106]
[785][53,(18, 26),782,E,46,54,107]
[911][54,(18, 27),785,E,47,53,107]
[914][55,(18, 28),911,E,48,52,107]
[918][56,(19, 28),914,S,49,51,107]
[937][57,(20, 28),918,S,50,50,107]
[953][58,(21, 28),937,S,51,49,107]
[960][59,(22, 28),953,S,52,48,107]
[966][60,(23, 28),960,S,53,47,107]
[979][61,(23, 29),966,E,54,46,107]
[983][62,(23, 30),979,E,55,45,107]
[987][63,(23, 31),983,E,56,44,107]
[990][64,(22, 31),987,N,57,45,109]
[1402][67,(22, 32),990,E,58,44,111]
[1873][68,(22, 33),1402,E,59,43,111]
[1877][69,(22, 34),1873,E,60,42,111]
[1881][70,(23, 34),1877,S,61,41,111]
[1900][71,(23, 35),1881,E,62,40,111]
[1903][72,(24, 35),1900,S,63,39,111]
[1933][73,(24, 36),1903,E,64,38,111]
[1937][74,(25, 36),1933,S,65,37,111]
[1944][75,(25, 37),1937,E,66,36,111]
[1948][76,(26, 37),1944,S,67,35,111]
[1955][78,(27, 37),1948,S,68,34,112]
[2214][79,(27, 38),1955,E,69,33,112]
[2217][81,(28, 38),2214,S,70,32,113]
[2520][82,(28, 39),2217,E,71,31,113]
[2523][83,(28, 40),2520,E,72,30,113]
[2528][85,(29, 40),2523,S,73,29,114]
[2835][86,(29, 41),2528,E,74,28,114]
[2839][88,(30, 41),2835,S,75,27,115]
[3213][89,(31, 41),2839,S,76,26,115]
[3230][91,(32, 41),3213,S,77,25,116]
[3641][92,(32, 42),3230,E,78,24,116]
[3645][95,(32, 43),3641,E,79,23,118]
[4387][96,(32, 44),3645,E,80,22,118]
[4392][97,(33, 44),4387,S,81,21,118]
[4416][99,(34, 44),4392,S,82,20,119]
[5015][100,(35, 44),4416,S,83,19,119]
[5036][101,(35, 45),5015,E,84,18,119]
[5040][102,(36, 45),5036,S,85,17,119]
[5065][103,(36, 46),5040,E,86,16,119]
[5069][104,(37, 46),5065,S,87,15,119]
[5104][105,(37, 47),5069,E,88,14,119]
[5108][106,(37, 48),5104,E,89,13,119]
[5112][107,(37, 49),5108,E,90,12,119]
[5116][108,(38, 49),5112,S,91,11,119]
[5128][109,(39, 49),5116,S,92,10,119]
[5131][110,(40, 49),5128,S,93,9,119]
[5133][112,(41, 49),5131,S,94,8,120]
[5454][113,(42, 49),5133,S,95,7,120]
[5483][115,(43, 49),5454,S,96,6,121]
[5843][118,(44, 49),5483,S,97,5,123]
[6395][119,(45, 49),5843,S,98,4,123]
[6409][120,(45, 48),6395,O,99,5,125]
[6767][122,(46, 48),6409,S,100,4,126]
[6948][123,(47, 48),6767,S,101,3,126]
[6956][124,(48, 48),6948,S,102,2,126]
[6961][125,(48, 49),6956,E,103,1,126]
[6965][126,(49, 49),6961,S,104,0,126]
