[id][cost,state,father_id,action,depth,h,value]
[0][0,(0, 0),None,None,0,198,0]
[1][1,(0, 1),0,E,1,197,1]
[2][2,(0, 2),1,E,2,196,2]
[5][6,(0, 3),2,E,3,195,3]
[12][9,(1, 3),5,S,4,194,4]
[24][10,(1, 4),12,E,5,193,5]
[37][11,(1, 5),24,E,6,192,6]
[56][15,(1, 6),37,E,7,191,7]
[80][16,(2, 6),56,S,8,190,8]
[106][17,(2, 7),80,E,9,189,9]
[130][18,(2, 8),106,E,10,188,10]
[156][20,(2, 9),130,E,11,187,11]
[183][22,(2, 10),156,E,12,186,12]
[214][23,(2, 11),183,E,13,185,13]
[254][26,(2, 12),214,E,14,184,14]
[301][28,(2, 13),254,E,15,183,15]
[342][31,(2, 14),301,E,16,182,16]
[379][33,(3, 14),342,S,17,181,17]
[421][34,(3, 15),379,E,18,180,18]
[463][37,(3, 16),421,E,19,179,19]
[509][40,(3, 17),463,E,20,178,20]
[567][41,(3, 18),509,E,21,177,21]
[635][44,(3, 19),567,E,22,176,22]
[705][47,(3, 20),635,E,23,175,23]
[780][48,(3, 21),705,E,24,174,24]
[859][52,(3, 22),780,E,25,173,25]
[942][54,(4, 22),859,S,26,172,26]
[1030][55,(5, 22),942,S,27,171,27]
[1113][57,(5, 23),1030,E,28,170,28]
[1191][58,(5, 24),1113,E,29,169,29]
[1276][59,(5, 25),1191,E,30,168,30]
[1368][60,(5, 26),1276,E,31,167,31]
[1463][62,(6, 26),1368,S,32,166,32]
[1567][63,(6, 27),1463,E,33,165,33]
[1663][66,(6, 28),1567,E,34,164,34]
[1752][70,(6, 29),1663,E,35,163,35]
[1853][71,(6, 30),1752,E,36,162,36]
[1968][74,(7, 30),1853,S,37,161,37]
[2084][77,(8, 30),1968,S,38,160,38]
[2212][78,(8, 31),2084,E,39,159,39]
[2344][79,(8, 32),2212,E,40,158,40]
[2475][81,(8, 33),2344,E,41,157,41]
[2606][82,(8, 34),2475,E,42,156,42]
[2728][85,(8, 35),2606,E,43,155,43]
[2858][88,(9, 35),2728,S,44,154,44]
[2991][91,(9, 36),2858,E,45,153,45]
[3127][92,(9, 37),2991,E,46,152,46]
[3275][95,(9, 38),3127,E,47,151,47]
[3415][98,(9, 39),3275,E,48,150,48]
[3557][100,(9, 40),3415,E,49,149,49]
[3706][103,(9, 41),3557,E,50,148,50]
[3869][104,(9, 42),3706,E,51,147,51]
[4039][105,(9, 43),3869,E,52,146,52]
[4206][109,(9, 44),4039,E,53,145,53]
[4377][113,(9, 45),4206,E,54,144,54]
[4544][114,(9, 46),4377,E,55,143,55]
[4706][116,(9, 47),4544,E,56,142,56]
[4870][117,(9, 48),4706,E,57,141,57]
[5045][121,(9, 49),4870,E,58,140,58]
[5224][123,(9, 50),5045,E,59,139,59]
[5402][127,(9, 51),5224,E,60,138,60]
[5584][128,(9, 52),5402,E,61,137,61]
[5777][130,(9, 53),5584,E,62,136,62]
[5977][133,(9, 54),5777,E,63,135,63]
[6174][135,(9, 55),5977,E,64,134,64]
[6364][137,(9, 56),6174,E,65,133,65]
[6557][139,(9, 57),6364,E,66,132,66]
[6773][142,(9, 58),6557,E,67,131,67]
[6978][146,(9, 59),6773,E,68,130,68]
[7155][147,(9, 60),6978,E,69,129,69]
[7358][148,(9, 61),7155,E,70,128,70]
[7588][150,(10, 61),7358,S,71,127,71]
[7814][152,(10, 62),7588,E,72,126,72]
[8045][154,(10, 63),7814,E,73,125,73]
[8278][156,(10, 64),8045,E,74,124,74]
[8516][159,(11, 64),8278,S,75,123,75]
[8774][160,(11, 65),8516,E,76,122,76]
[9019][163,(11, 66),8774,E,77,121,77]
[9247][164,(11, 67),9019,E,78,120,78]
[9483][166,(12, 67),9247,S,79,119,79]
[9730][167,(12, 68),9483,E,80,118,80]
[9975][168,(12, 69),9730,E,81,117,81]
[10234][171,(12, 70),9975,E,82,116,82]
[10498][173,(12, 71),10234,E,83,115,83]
[10746][176,(12, 72),10498,E,84,114,84]
[11002][177,(13, 72),10746,S,85,113,85]
[11277][180,(13, 73),11002,E,86,112,86]
[11535][183,(13, 74),11277,E,87,111,87]
[11802][184,(13, 75),11535,E,88,110,88]
[12095][187,(14, 75),11802,S,89,109,89]
[12386][189,(14, 76),12095,E,90,108,90]
[12667][190,(15, 76),12386,S,91,107,91]
[12937][193,(15, 77),12667,E,92,106,92]
[13214][197,(16, 77),12937,S,93,105,93]
[13511][199,(17, 77),13214,S,94,104,94]
[13810][203,(18, 77),13511,S,95,103,95]
[14101][207,(19, 77),13810,S,96,102,96]
[14403][209,(20, 77),14101,S,97,101,97]
[14710][210,(20, 78),14403,E,98,100,98]
[15014][211,(21, 78),14710,S,99,99,99]
[15330][212,(22, 78),15014,S,100,98,100]
[15653][213,(23, 78),15330,S,101,97,101]
[15984][214,(24, 78),15653,S,102,96,102]
[16308][217,(24, 79),15984,E,103,95,103]
[16623][220,(25, 79),16308,S,104,94,104]
[16944][223,(26, 79),16623,S,105,93,105]
[17275][225,(27, 79),16944,S,106,92,106]
[17605][226,(28, 79),17275,S,107,91,107]
[17925][230,(29, 79),17605,S,108,90,108]
[18260][233,(29, 80),17925,E,109,89,109]
[18611][235,(30, 80),18260,S,110,88,110]
[18966][236,(30, 81),18611,E,111,87,111]
[19322][237,(31, 81),18966,S,112,86,112]
[19658][238,(32, 81),19322,S,113,85,113]
[19974][239,(32, 82),19658,E,114,84,114]
[20290][242,(33, 82),19974,S,115,83,115]
[20629][244,(34, 82),20290,S,116,82,116]
[20947][246,(35, 82),20629,S,117,81,117]
[21222][250,(36, 82),20947,S,118,80,118]
[21507][252,(37, 82),21222,S,119,79,119]
[21812][253,(38, 82),21507,S,120,78,120]
[22102][254,(39, 82),21812,S,121,77,121]
[22362][255,(40, 82),22102,S,122,76,122]
[22620][256,(41, 82),22362,S,123,75,123]
[22866][260,(41, 83),22620,E,124,74,124]
[23104][261,(41, 84),22866,E,125,73,125]
[23338][262,(42, 84),23104,S,126,72,126]
[23566][264,(42, 85),23338,E,127,71,127]
[23799][266,(43, 85),23566,S,128,70,128]
[24045][267,(43, 86),23799,E,129,69,129]
[24283][270,(44, 86),24045,S,130,68,130]
[24507][271,(45, 86),24283,S,131,67,131]
[24745][272,(45, 87),24507,E,132,66,132]
[24983][273,(45, 88),24745,E,133,65,133]
[25194][274,(46, 88),24983,S,134,64,134]
[25393][275,(47, 88),25194,S,135,63,135]
[25590][279,(48, 88),25393,S,136,62,136]
[25796][282,(48, 89),25590,E,137,61,137]
[26009][283,(49, 89),25796,S,138,60,138]
[26216][287,(50, 89),26009,S,139,59,139]
[26418][288,(51, 89),26216,S,140,58,140]
[26615][289,(52, 89),26418,S,141,57,141]
[26795][290,(53, 89),26615,S,142,56,142]
[26973][291,(54, 89),26795,S,143,55,143]
[27154][292,(54, 90),26973,E,144,54,144]
[27339][293,(55, 90),27154,S,145,53,145]
[27525][294,(56, 90),27339,S,146,52,146]
[27704][295,(57, 90),27525,S,147,51,147]
[27874][299,(57, 91),27704,E,148,50,148]
[28040][300,(58, 91),27874,S,149,49,149]
[28206][301,(59, 91),28040,S,150,48,150]
[28373][303,(60, 91),28206,S,151,47,151]
[28533][304,(60, 92),28373,E,152,46,152]
[28680][305,(61, 92),28533,S,153,45,153]
[28828][306,(62, 92),28680,S,154,44,154]
[28975][310,(63, 92),28828,S,155,43,155]
[29122][311,(64, 92),28975,S,156,42,156]
[29266][314,(65, 92),29122,S,157,41,157]
[29408][318,(66, 92),29266,S,158,40,158]
[29546][322,(67, 92),29408,S,159,39,159]
[29677][326,(68, 92),29546,S,160,38,160]
[29800][327,(68, 93),29677,E,161,37,161]
[29922][328,(69, 93),29800,S,162,36,162]
[30044][329,(70, 93),29922,S,163,35,163]
[30162][332,(71, 93),30044,S,164,34,164]
[30278][333,(72, 93),30162,S,165,33,165]
[30391][335,(73, 93),30278,S,166,32,166]
[30494][338,(74, 93),30391,S,167,31,167]
[30595][342,(75, 93),30494,S,168,30,168]
[30699][345,(76, 93),30595,S,169,29,169]
[30796][348,(77, 93),30699,S,170,28,170]
[30888][350,(78, 93),30796,S,171,27,171]
[30980][354,(79, 93),30888,S,172,26,172]
[31071][355,(80, 93),30980,S,173,25,173]
[31158][357,(81, 93),31071,S,174,24,174]
[31243][358,(82, 93),31158,S,175,23,175]
[31326][359,(83, 93),31243,S,176,22,176]
