[id][cost,state,father_id,action,depth,h,value]
[0][0,(0, 0),None,None,0,73,73]
[1][3,(0, 1),0,E,1,72,72]
[3][4,(0, 2),1,E,2,71,71]
[6][5,(0, 3),3,E,3,70,70]
[8][6,(0, 4),6,E,4,69,69]
[10][7,(0, 5),8,E,5,68,68]
[13][9,(0, 6),10,E,6,67,67]
[15][12,(0, 7),13,E,7,66,66]
[18][13,(0, 8),15,E,8,65,65]
[21][16,(0, 9),18,E,9,64,64]
[24][19,(1, 9),21,S,10,63,63]
[27][23,(1, 10),24,E,11,62,62]
[31][27,(1, 11),27,E,12,61,61]
[35][28,(1, 12),31,E,13,60,60]
[38][31,(2, 12),35,S,14,59,59]
[41][34,(2, 13),38,E,15,58,58]
[45][37,(2, 14),41,E,16,57,57]
[49][38,(2, 15),45,E,17,56,56]
[53][39,(3, 15),49,S,18,55,55]
[58][40,(3, 16),53,E,19,54,54]
[60][43,(3, 17),58,E,20,53,53]
[64][44,(4, 17),60,S,21,52,52]
[67][45,(4, 18),64,E,22,51,51]
[70][46,(4, 19),67,E,23,50,50]
[74][50,(4, 20),70,E,24,49,49]
[77][54,(4, 21),74,E,25,48,48]
[81][58,(4, 22),77,E,26,47,47]
[85][59,(4, 23),81,E,27,46,46]
[89][61,(5, 23),85,S,28,45,45]
[92][64,(5, 24),89,E,29,44,44]
[95][66,(5, 25),92,E,30,43,43]
[99][69,(5, 26),95,E,31,42,42]
[102][71,(4, 26),99,N,32,43,43]
[107][74,(4, 27),102,E,33,42,42]
[110][78,(4, 28),107,E,34,41,41]
[114][81,(4, 29),110,E,35,40,40]
[118][82,(5, 29),114,S,36,39,39]
[121][84,(5, 30),118,E,37,38,38]
[124][86,(5, 31),121,E,38,37,37]
[127][89,(6, 31),124,S,39,36,36]
[130][91,(6, 32),127,E,40,35,35]
[134][94,(6, 33),130,E,41,34,34]
[138][95,(6, 34),134,E,42,33,33]
[141][96,(6, 35),138,E,43,32,32]
[145][100,(6, 36),141,E,44,31,31]
[149][102,(6, 37),145,E,45,30,30]
[152][103,(7, 37),149,S,46,29,29]
[155][107,(7, 38),152,E,47,28,28]
[158][110,(7, 39),155,E,48,27,27]
[162][113,(7, 40),158,E,49,26,26]
[166][115,(7, 41),162,E,50,25,25]
[170][116,(7, 42),166,E,51,24,24]
[174][118,(7, 43),170,E,52,23,23]
[178][119,(7, 44),174,E,53,22,22]
[182][122,(7, 45),178,E,54,21,21]
[186][123,(7, 46),182,E,55,20,20]
[190][124,(7, 47),186,E,56,19,19]
[193][127,(8, 47),190,S,57,18,18]
[196][128,(8, 48),193,E,58,17,17]
[199][129,(8, 49),196,E,59,16,16]
[203][132,(9, 49),199,S,60,15,15]
[206][133,(10, 49),203,S,61,14,14]
[209][136,(11, 49),206,S,62,13,13]
[212][140,(12, 49),209,S,63,12,12]
[215][142,(13, 49),212,S,64,11,11]
[218][143,(14, 49),215,S,65,10,10]
[221][147,(15, 49),218,S,66,9,9]
[224][148,(16, 49),221,S,67,8,8]
[226][151,(17, 49),224,S,68,7,7]
[229][152,(18, 49),226,S,69,6,6]
[232][153,(19, 49),229,S,70,5,5]
[235][157,(19, 48),232,O,71,6,6]
[238][159,(20, 48),235,S,72,5,5]
[241][163,(20, 49),238,E,73,4,4]
[244][164,(21, 49),241,S,74,3,3]
[247][166,(22, 49),244,S,75,2,2]
[250][169,(23, 49),247,S,76,1,1]
[253][173,(24, 49),250,S,77,0,0]
