[id][cost,state,father_id,action,depth,h,value]
[0][0,(0, 0),None,None,0,73,0]
[1][4,(0, 1),0,E,1,72,1]
[3][5,(0, 2),1,E,2,71,2]
[8][8,(1, 2),3,S,3,70,3]
[15][11,(1, 3),8,E,4,69,4]
[23][12,(1, 4),15,E,5,68,5]
[38][14,(1, 5),23,E,6,67,6]
[57][15,(1, 6),38,E,7,66,7]
[78][18,(1, 7),57,E,8,65,8]
[99][19,(1, 8),78,E,9,64,9]
[119][20,(1, 9),99,E,10,63,10]
[146][22,(1, 10),119,E,11,62,11]
[185][23,(2, 10),146,S,12,61,12]
[226][24,(2, 11),185,E,13,60,13]
[265][25,(3, 11),226,S,14,59,14]
[313][28,(3, 12),265,E,15,58,15]
[355][29,(3, 13),313,E,16,57,16]
[403][32,(4, 13),355,S,17,56,17]
[453][36,(4, 14),403,E,18,55,18]
[504][37,(4, 15),453,E,19,54,19]
[558][38,(4, 16),504,E,20,53,20]
[616][39,(4, 17),558,E,21,52,21]
[677][41,(5, 17),616,S,22,51,22]
[741][42,(5, 18),677,E,23,50,23]
[809][44,(6, 18),741,S,24,49,24]
[878][45,(7, 18),809,S,25,48,25]
[952][49,(8, 18),878,S,26,47,26]
[1030][50,(8, 19),952,E,27,46,27]
[1107][54,(9, 19),1030,S,28,45,28]
[1198][55,(10, 19),1107,S,29,44,29]
[1306][59,(11, 19),1198,S,30,43,30]
[1397][61,(12, 19),1306,S,31,42,31]
[1460][62,(13, 19),1397,S,32,41,32]
[1533][63,(13, 20),1460,E,33,40,33]
[1610][64,(14, 20),1533,S,34,39,34]
[1688][67,(15, 20),1610,S,35,38,35]
[1766][68,(16, 20),1688,S,36,37,36]
[1837][72,(17, 20),1766,S,37,36,37]
[1914][73,(18, 20),1837,S,38,35,38]
[1994][74,(19, 20),1914,S,39,34,39]
[2070][77,(20, 20),1994,S,40,33,40]
[2146][78,(21, 20),2070,S,41,32,41]
[2215][79,(22, 20),2146,S,42,31,42]
[2295][80,(23, 20),2215,S,43,30,43]
[2383][83,(24, 20),2295,S,44,29,44]
[2459][85,(25, 20),2383,S,45,28,45]
[2539][87,(26, 20),2459,S,46,27,46]
[2630][88,(27, 20),2539,S,47,26,47]
[2715][90,(28, 20),2630,S,48,25,48]
[2788][93,(29, 20),2715,S,49,24,49]
[2865][94,(30, 20),2788,S,50,23,50]
[2951][95,(31, 20),2865,S,51,22,51]
[3036][98,(31, 21),2951,E,52,21,52]
[3114][102,(32, 21),3036,S,53,20,53]
[3191][105,(33, 21),3114,S,54,19,54]
[3264][108,(34, 21),3191,S,55,18,55]
[3336][111,(35, 21),3264,S,56,17,56]
[3409][112,(36, 21),3336,S,57,16,57]
[3474][113,(36, 22),3409,E,58,15,58]
[3525][115,(37, 22),3474,S,59,14,59]
[3579][116,(38, 22),3525,S,60,13,60]
[3635][120,(39, 22),3579,S,61,12,61]
[3685][122,(40, 22),3635,S,62,11,62]
[3729][123,(40, 23),3685,E,63,10,63]
[3766][126,(41, 23),3729,S,64,9,64]
[3801][127,(42, 23),3766,S,65,8,65]
[3831][128,(43, 23),3801,S,66,7,66]
[3854][129,(43, 24),3831,E,67,6,67]
[3874][132,(44, 24),3854,S,68,5,68]
[3900][136,(45, 24),3874,S,69,4,69]
[3919][140,(46, 24),3900,S,70,3,70]
[3934][143,(47, 24),3919,S,71,2,71]
[3945][145,(48, 24),3934,S,72,1,72]
[3953][146,(49, 24),3945,S,73,0,73]
