[id][cost,state,father_id,action,depth,h,value]
[0][0,(0, 0),None,None,0,73,0]
[1][4,(0, 1),0,E,1,72,4]
[5][5,(0, 2),1,E,2,71,5]
[8][8,(1, 2),5,S,3,70,8]
[16][9,(2, 2),8,S,4,69,9]
[24][10,(3, 2),16,S,5,68,10]
[27][12,(4, 2),24,S,6,67,12]
[52][15,(5, 2),27,S,7,66,15]
[81][17,(6, 2),52,S,8,65,17]
[106][18,(6, 3),81,E,9,64,18]
[123][19,(6, 4),106,E,10,63,19]
[137][20,(6, 5),123,E,11,62,20]
[162][22,(7, 5),137,S,12,61,22]
[214][23,(8, 5),162,S,13,60,23]
[241][24,(9, 5),214,S,14,59,24]
[270][27,(9, 6),241,E,15,58,27]
[347][28,(10, 6),270,S,16,57,28]
[377][30,(10, 7),347,E,17,56,30]
[415][31,(11, 7),377,S,18,55,31]
[455][32,(12, 7),415,S,19,54,32]
[489][34,(13, 7),455,S,20,53,34]
[542][35,(14, 7),489,S,21,52,35]
[589][36,(14, 8),542,E,22,51,36]
[621][37,(14, 9),589,E,23,50,37]
[662][38,(14, 10),621,E,24,49,38]
[706][39,(14, 11),662,E,25,48,39]
[759][42,(14, 12),706,E,26,47,42]
[903][43,(14, 13),759,E,27,46,43]
[948][44,(15, 13),903,S,28,45,44]
[995][45,(15, 14),948,E,29,44,45]
[1051][46,(16, 14),995,S,30,43,46]
[1121][48,(17, 14),1051,S,31,42,48]
[1236][49,(18, 14),1121,S,32,41,49]
[1290][51,(19, 14),1236,S,33,40,51]
[1412][52,(20, 14),1290,S,34,39,52]
[1465][53,(21, 14),1412,S,35,38,53]
[1498][54,(22, 14),1465,S,36,37,54]
[1568][55,(23, 14),1498,S,37,36,55]
[1628][56,(24, 14),1568,S,38,35,56]
[1688][57,(25, 14),1628,S,39,34,57]
[1738][58,(26, 14),1688,S,40,33,58]
[1781][59,(26, 15),1738,E,41,32,59]
[1830][60,(26, 16),1781,E,42,31,60]
[1872][61,(27, 16),1830,S,43,30,61]
[1939][62,(28, 16),1872,S,44,29,62]
[1988][64,(29, 16),1939,S,45,28,64]
[2100][65,(30, 16),1988,S,46,27,65]
[2146][66,(31, 16),2100,S,47,26,66]
[2215][67,(32, 16),2146,S,48,25,67]
[2272][68,(32, 17),2215,E,49,24,68]
[2324][69,(32, 18),2272,E,50,23,69]
[2374][70,(33, 18),2324,S,51,22,70]
[2441][71,(34, 18),2374,S,52,21,71]
[2485][72,(35, 18),2441,S,53,20,72]
[2537][73,(36, 18),2485,S,54,19,73]
[2586][77,(37, 18),2537,S,55,18,77]
[2803][78,(38, 18),2586,S,56,17,78]
[2842][80,(39, 18),2803,S,57,16,80]
[2949][82,(40, 18),2842,S,58,15,82]
[3049][83,(41, 18),2949,S,59,14,83]
[3115][84,(42, 18),3049,S,60,13,84]
[3190][85,(42, 19),3115,E,61,12,85]
[3267][86,(43, 19),3190,S,62,11,86]
[3338][87,(44, 19),3267,S,63,10,87]
[3396][89,(45, 19),3338,S,64,9,89]
[3511][92,(45, 20),3396,E,65,8,92]
[3645][93,(45, 21),3511,E,66,7,93]
[3695][94,(45, 22),3645,E,67,6,94]
[3735][95,(45, 23),3695,E,68,5,95]
[3776][96,(46, 23),3735,S,69,4,96]
[3820][97,(47, 23),3776,S,70,3,97]
[3868][98,(48, 23),3820,S,71,2,98]
[3896][100,(48, 24),3868,E,72,1,100]
[3937][101,(49, 24),3896,S,73,0,101]
