[id][cost,state,father_id,action,depth,h,value]
[0][0,(0, 0),None,None,0,73,0]
[2][3,(1, 0),0,S,1,72,3]
[8][4,(2, 0),2,S,2,71,4]
[16][5,(3, 0),8,S,3,70,5]
[22][7,(3, 1),16,E,4,69,7]
[30][8,(3, 2),22,E,5,68,8]
[43][9,(4, 2),30,S,6,67,9]
[59][10,(4, 3),43,E,7,66,10]
[76][11,(4, 4),59,E,8,65,11]
[86][12,(4, 5),76,E,9,64,12]
[96][13,(4, 6),86,E,10,63,13]
[131][14,(4, 7),96,E,11,62,14]
[166][15,(5, 7),131,S,12,61,15]
[185][16,(6, 7),166,S,13,60,16]
[215][17,(7, 7),185,S,14,59,17]
[239][18,(7, 8),215,E,15,58,18]
[267][19,(7, 9),239,E,16,57,19]
[289][20,(7, 10),267,E,17,56,20]
[314][21,(7, 11),289,E,18,55,21]
[350][22,(7, 12),314,E,19,54,22]
[386][23,(7, 13),350,E,20,53,23]
[414][24,(6, 13),386,N,21,54,24]
[454][25,(6, 14),414,E,22,53,25]
[508][26,(6, 15),454,E,23,52,26]
[546][28,(6, 16),508,E,24,51,28]
[628][29,(6, 17),546,E,25,50,29]
[696][31,(6, 18),628,E,26,49,31]
[792][32,(6, 19),696,E,27,48,32]
[844][33,(6, 20),792,E,28,47,33]
[890][34,(7, 20),844,S,29,46,34]
[933][36,(7, 21),890,E,30,45,36]
[1017][37,(7, 22),933,E,31,44,37]
[1081][38,(7, 23),1017,E,32,43,38]
[1157][41,(8, 23),1081,S,33,42,41]
[1343][42,(8, 24),1157,E,34,41,42]
[1410][45,(8, 25),1343,E,35,40,45]
[1577][46,(8, 26),1410,E,36,39,46]
[1633][47,(9, 26),1577,S,37,38,47]
[1698][48,(9, 27),1633,E,38,37,48]
[1755][49,(9, 28),1698,E,39,36,49]
[1802][50,(9, 29),1755,E,40,35,50]
[1853][51,(9, 30),1802,E,41,34,51]
[1914][52,(10, 30),1853,S,42,33,52]
[1975][53,(10, 31),1914,E,43,32,53]
[2030][55,(11, 31),1975,S,44,31,55]
[2140][56,(12, 31),2030,S,45,30,56]
[2216][57,(13, 31),2140,S,46,29,57]
[2267][58,(13, 32),2216,E,47,28,58]
[2315][59,(13, 33),2267,E,48,27,59]
[2377][60,(13, 34),2315,E,49,26,60]
[2442][61,(14, 34),2377,S,50,25,61]
[2491][62,(14, 35),2442,E,51,24,62]
[2539][63,(14, 36),2491,E,52,23,63]
[2581][66,(14, 37),2539,E,53,22,66]
[2703][67,(14, 38),2581,E,54,21,67]
[2745][68,(14, 39),2703,E,55,20,68]
[2798][69,(15, 39),2745,S,56,19,69]
[2853][70,(15, 40),2798,E,57,18,70]
[2904][71,(15, 41),2853,E,58,17,71]
[2940][72,(16, 41),2904,S,59,16,72]
[3026][73,(17, 41),2940,S,60,15,73]
[3071][75,(17, 42),3026,E,61,14,75]
[3195][76,(17, 43),3071,E,62,13,76]
[3271][78,(17, 44),3195,E,63,12,78]
[3390][79,(17, 45),3271,E,64,11,79]
[3441][80,(18, 45),3390,S,65,10,80]
[3525][81,(19, 45),3441,S,66,9,81]
[3583][82,(19, 46),3525,E,67,8,82]
[3648][83,(20, 46),3583,S,68,7,83]
[3721][84,(20, 47),3648,E,69,6,84]
[3746][85,(21, 47),3721,S,70,5,85]
[3785][86,(22, 47),3746,S,71,4,86]
[3830][87,(23, 47),3785,S,72,3,87]
[3861][88,(24, 47),3830,S,73,2,88]
[3886][89,(24, 48),3861,E,74,1,89]
[3913][93,(24, 49),3886,E,75,0,93]
